,收益率
2020-11-17,0.11499651567453216
2020-11-18,0.08285241373518697
2020-11-19,0.0009927256811439417
2020-11-20,0.07757022295510284
2020-11-21,0.04634457825676262
2020-11-22,0.02385976377468855
2020-11-23,0.032381029682027745
2020-11-24,0.017917098870403363
2020-11-25,-0.012685783389202109
2020-11-26,-0.03689374601366862
2020-11-27,-0.013048317492373552
2020-11-28,-0.010194923590812715
2020-11-29,-0.008942087423203257
2020-11-30,-0.006137414031572166
2020-12-01,0.006946141669845125
2020-12-02,-0.015222329220763317
2020-12-03,-0.02790427775990332
2020-12-04,0.01083079356113406
2020-12-05,0.02846241183247371
2020-12-06,0.011328827720638243
2020-12-07,0.014411579791204485
2020-12-08,-0.016387543840966023
2020-12-09,0.00017083111630828012
2020-12-10,0.015053451198888764
2020-12-11,0.02257831042307137
2020-12-12,0.015810312198536222
2020-12-13,-0.004250361787382485
2020-12-14,0.005312770968858288
2020-12-15,0.007939404195956842
2020-12-16,0.008133383479247452
2020-12-17,0.035938989411120933
2020-12-18,-0.015272554581120657
2020-12-19,-0.012659875234566634
2020-12-20,-0.0046371589517577826
2020-12-21,-0.001729898263241519
2020-12-22,-0.011582362774874993
2020-12-23,-0.0033893403413575176
2020-12-24,0.0006178978325129201
2020-12-25,0.003541174970249911
2020-12-26,-0.007353247341020172
2020-12-27,0.007791603380741837
2020-12-28,-0.00591079383042053
2020-12-29,-0.008696353216731964
2020-12-30,-0.0097026588688453
2020-12-31,0.02995672660085429
2021-01-01,0.028423203727965043
2021-01-02,0.030127253315494238
2021-01-03,0.013566893381486386
2021-01-04,-0.005062619723106254
2021-01-05,0.009749739708393417
2021-01-06,0.015347799906479302
2021-01-07,0.012147636254197835
2021-01-08,0.02793508203461444
2021-01-09,-0.007973554377612138
2021-01-10,-0.004194414966955658
2021-01-11,-0.008506717871605575
2021-01-12,0.00604851294769235
2021-01-13,0.0211008961158719
2021-01-14,0.0014611465825554242
2021-01-15,-0.009161927334835701
2021-01-16,0.007059663501589314
2021-01-17,0.022442811604210456
2021-01-18,-0.007199281228968575
2021-01-19,0.010826436020588399
2021-01-20,0.01217637326530366
2021-01-21,0.0025564678562527334
2021-01-22,0.009795277308339826
2021-01-23,-0.0028932051403735347
2021-01-24,-0.011303330572155646
2021-01-25,0.022768062258107534
2021-01-26,-0.0031379702425523045
2021-01-27,0.006857298627635154
2021-01-28,0.019006046283013507
2021-01-29,-0.020596949065362042
2021-01-30,-0.021983125045007434
2021-01-31,-0.004699611769924948
2021-02-01,-0.0029814816256145175
2021-02-02,0.017644984304582778
2021-02-03,0.004071992250999967
2021-02-04,0.00687610455546803
2021-02-05,0.0137018062974687
2021-02-06,-0.014814486195452229
2021-02-07,0.009600556690490552
2021-02-08,-0.008297429728182754
2021-02-09,-0.010540332001166967
2021-02-10,-0.010977138579617523
2021-02-11,0.008732129228803903
2021-02-12,0.011928531604886619
2021-02-13,0.011377712440995618
2021-02-14,0.02536221449316485
2021-02-15,0.02222308556460622
2021-02-16,0.014423121581061026
2021-02-17,0.011854862117871756
2021-02-18,0.01807643142425041
2021-02-19,0.013964178431488334
2021-02-20,-0.011262662272923663
2021-02-21,0.008486032817555566
2021-02-22,0.0025724801853912434
2021-02-23,0.0031874746387323505
2021-02-24,0.014815923741161321
2021-02-25,0.008189695053729289
2021-02-26,-0.006538683517680065
2021-02-27,-0.03008639100022048
2021-02-28,-0.0185157624517806
2021-03-01,-0.002649295830934335
2021-03-02,0.016660844476702876
2021-03-03,0.006546183129222625
2021-03-04,-0.01247011695703915
2021-03-05,0.004385843711679266
2021-03-06,-0.006298053152129944
2021-03-07,-3.987782631771669e-05
2021-03-08,-0.0042364849430318015
2021-03-09,-0.0038508641620927943
2021-03-10,-0.028954497917835102
2021-03-11,0.013167836215521282
2021-03-12,0.02221515764482156
2021-03-13,0.0026635620362442385
2021-03-14,-0.0033047801075643006
2021-03-15,0.005674283703693218
2021-03-16,-0.011983503039749637
2021-03-17,0.003910725383620958
2021-03-18,-0.00652298086415411
2021-03-19,0.013179789025012547
2021-03-20,-0.010636854476398217
2021-03-21,0.01214312917703481
2021-03-22,0.015507185763628877
2021-03-23,0.007356977698345405
2021-03-24,-0.003430472530832314
2021-03-25,-0.011751792663452026
2021-03-26,-0.029794531825227566
2021-03-27,0.006824455963050584
2021-03-28,0.007336175495726797
2021-03-29,0.0032630550855462966
2021-03-30,0.009655549401003464
2021-03-31,0.01097778166569528
2021-04-01,0.004195919586548918
2021-04-02,0.0038983638796915693
2021-04-03,0.022957398033842037
2021-04-04,0.010502179693531503
2021-04-05,0.010565999525973941
2021-04-06,0.003006226319966905
2021-04-07,0.007849010977732003
2021-04-08,0.005476969475311292
2021-04-09,0.0268045949929173
2021-04-10,0.004484361721441615
2021-04-11,-0.010779545735666394
2021-04-12,0.005713667898050066
2021-04-13,-0.00575507766593907
2021-04-14,0.005716625133856758
2021-04-15,0.01969288712923611
2021-04-16,-0.0009219456841926265
2021-04-17,0.017794265229978866
2021-04-18,-0.004105873193438666
2021-04-19,0.006667362720746405
2021-04-20,0.007387171232921921
2021-04-21,0.000768906170045304
2021-04-22,0.009117682854646479
2021-04-23,0.0017715037875356346
2021-04-24,0.004903727324907756
2021-04-25,0.006701161266481274
2021-04-26,0.008534825413736733
2021-04-27,0.00710055066197865
2021-04-28,0.018402535246617398
2021-04-29,-0.003709338916228082
2021-04-30,-0.007346930455431267
2021-05-01,0.0047960432293752105
2021-05-02,-0.012860577631566625
2021-05-03,-0.015577259962114433
2021-05-04,-0.009714015335701227
